Status,Address,distance,acessibility,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,,,Public Remarks
S,15978 107A AVENUE,,,F23,"$1,345,000 ",2019,"$4,672.56 ",10/6/20,7,14,North Surrey,8,6,"6,193.00","3,804","$1,299,999 ","$1,299,999 ",,0,,Concrete Perimeter,0,RES,2,22,3,50.53,132.45,House/Single Family,,,"Located in the heart of Fraser heights, this lovely home offers 3,800sf+ of living space over 3 levels on a quiet corner lot in a cul-de-sac. The house includes 8 bedrooms with a separate suite entrance and south facing backyard. The freshly painted interior features a double hight living room, 4 bedrooms upstairs with ensuite bathrooms, spice kitchen, new stainless steel appliances, and a bedroom on the main floor to accommodate guests or elderly family members. The homeâ€™s exterior has been repainted and landscaped, with a double garage and parking for 6 vehicles. Only steps to Starbucks and Nestors, easy access to Highway 1 and less than 10 minutes to Guildford Town Centre. School catchments - Dogwood Elementary, Fraser Heights and Pacific Academy private school."
S,14164 110A AVENUE AVENUE,,,F22,"$1,349,000 ",2020,"$6,972.48 ",12/1/20,8,29,North Surrey,7,6,"9,885.00","4,410","$1,350,000 ","$1,350,000 ",,0,,Concrete Perimeter,0,SFD,2,17,2,67,148,House/Single Family,,,"BOLIVAR HEIGHTS HUGE LOT HUGE HOUSE. 8 BEDROOMS 6 BATHROOMS , Check out this beautiful home in desirable location close to both major malls; Guildford and Central City SFU,KPU, library, city hall and only minutes to Gateway sky-train station.  The home offering extra large bedrooms, nice sized kitchen, private family room, big covered sundeck ,tile roof. Walking distance to school, public transportation and easy access to Pattullo Bridge and Port Mann Bridge. lot size is 9885 Sqft lot, a lot of potencial. Basement could be view Saturday and Sunday by appopitment between 1-3pm"
S,9735 182 STREET,,,F23,"$1,349,000 ",2019,"$2,625.34 ",9/23/20,7,0,North Surrey,6,6,"5,600.00","4,093","$1,349,000 ","$1,349,000 ",,0,,Concrete Slab,0,CD,,16,3,50,,House/Single Family,,,"Stunning brand new family home, 6 bedroom, 5 Â½ bathrooms, in Fraser Heights on a 5659 sqft lot! Includes custom cabinets, quartz countertops and spice kitchen. This 4400 sqft home including garage has an open floor concept with engineered white oak hardwood, a/c, 2 fireplaces, lot's of natural light with oversized windows. Upstairs features 4 bedrooms with ensuites attached, custom closet cabinets and laundry. Spacious master highlighted with spa-like ensuite. Unauthorized two-bedroom suite and rec/theatre room. Easy access to highway 1,15,17 and prestigious Pacific Academy private school. SEE IT BEFORE IT'S GONE!"
S,14876 103A AVENUE,,,F27,"$1,350,000 ",2020,"$4,584.14 ",7/21/20,4,48,North Surrey,5,3,"8,283.00","2,661","$1,450,000 ","$1,450,000 ",,0,,Concrete Perimeter,"1,285",RF,,12,2,75,110,House/Single Family,,,"Six bedroom, three bathroom home located in prime location, walking distance from Guildford Mall. 8283 sq.ft. lot designated for multi family condos which makes this a fantastic investment. House is currently rented. Please do not disturb the occupants. No sign by request. Call or text for more details."
S,13878 SELKIRK DRIVE,,,F22,"$1,350,000 ",2019,"$6,271.97 ",10/24/20,93,4,North Surrey,6,7,"7,221.00","3,629","$1,399,333 ","$1,399,333 ",,0,,Concrete Perimeter,0,RF,,17,2,66,110,House/Single Family,,,"Welcome to this beautiful Custom Built home on Huge CORNER lot 7200 sqft.  2 DRIVEWAYS. Double Garage.  4 bedrooms top floor( 3 Masters) and a Huge FLEX room. 2 rental suites great mortgage helpers.  Plus Masterbedroom on main floor with full walk in shower perfect for the elderly.   Large storage room and Laundry upstairs.  walk in closets and lots of Skylights.  SPICE Kitchen with own fridge. Huge family room with gas fireplace. Living room with Elec. fireplace, separate formal dining room. 2 pc powder room. Radiant heat all floors.  Built in speakers. Cvrd Patio for outdoor bbq.  fenced lot. Lots and Lots of parking.  Air Condition, Built-in-Vacuum and alarm System.  Great neighborhood. Call to book your private viewing."
S,10048 172A STREET,,,F23,"$1,350,000 ",2019,"$3,085.41 ",7/15/20,57,0,North Surrey,5,5,"6,028.00","3,261","$1,350,000 ","$1,350,000 ",,0,,Concrete Perimeter,0,RF,2,16,2,49,,House/Single Family,,,"Built by Fraser Height's very own, RELIABLE HOME'S LTD, this home brings a striking modern facade to the neighborhood.  Sitting on over 6000+ sq ft this 2 STOREY HOME is absolutely stunning.  Quality finishes, HIGHEND flooring throughout, custom mill work and high ceilings greet you as you enter this home.  Great open floor plan from the formal dining/living room to your chef's kitchen with an additional SPICE KITCHEN!  HIGH END S/S appliances throughout, Quartz countertops, and modern light fixtures.  Upstairs features 4 spacious bedrooms with 3 full washrooms perfect for any growing family.  This home also features a BONUS 1 bedroom Side suite, great for a nanny suite, guest suite, or simply a mortgage helper.  Walking distance to Pacific Academy, shopping, parks & much more!"
S,14884 103A AVENUE,,,F27,"$1,350,000 ",2020,"$3,681.68 ",7/21/20,4,62,North Surrey,3,1,"8,261.00","1,200","$1,450,000 ","$1,450,000 ",,0,,Other,0,RF,,8,1,75,33.53,House/Single Family,,,"Three bedroom rancher on corner lot located in prime location, walking distance from Guildford Mall. 8261 sq.ft. lot designated for multi family condos which makes this a fantastic investment. House is currently rented. Please do not disturb the occupants. No sign by request. Call or text  for more details."
S,10339 166B STREET,,,F23,"$1,355,047 ",2020,$0.00 ,7/27/20,53,0,North Surrey,4,4,"4,583.00","2,936","$1,355,048 ","$1,355,048 ",Aggregate,327,No,Concrete Perimeter,666,RF-G,2,12,3,61.2,,House/Single Family,,,"Parkview Estates is a luxury collection of single family homes located in the desirable Fraser Heights neighbourhood in Surrey. Centrally located near Tynehead and Surrey Bend Regional park, and walking distance to the highly coveted Pacific Academy Private School. The Farnwood is a 2,936 sqft home and features 3 bedrooms and a 1 bedroom legal suite, attached double car garage, professionally landscaped yards, and cedar fence rear yard. Timeless interiors include 10' ceilings with a 19' ceiling in the greatroom, oversized windows throughout the main floor, designer selected light fixture package, hardwood flooring throughout the main level, modern linear gas fireplace and a Bosch stainless steel kitchen appliance package."
S,9717 182 STREET,,,F23,"$1,358,000 ",2020,"$2,628.54 ",8/4/20,7,0,North Surrey,6,7,"5,669.00","4,138","$1,388,800 ","$1,388,800 ",Concrete,0,No,Concrete Perimeter,"1,276",SF,2,16,3,51.08,110.79,House/Single Family,,,"ABBEY RIDGE, A BRAND NEW SUBDIVISION IN PRESTIGIOUS FRASER HEIGHTS. HUGE 5,669 SF EAST FACING LOT (51' X 110')Custom built by reputable builder - Shebaz Homes. Over 4,100 SF offers 6 BR 7 bath (5 full 2 half), 4 BR up and basement has a legal 2 bedrooms suite & a  bachelor suite.(separate entrance) Main floor features Great room concept plan, 10' ceiling, 96 front door, Gourmet kitchen w/Huge 6'x7' quartz island ideal for entertainment,a spice kitchen, den could be as 7th BR, laminated H/W flooring thru out. Upstairs has 4 spacious bedrooms (all ensuite),basement has theater room,web bar and a powder room for upstairs use. A MODERN & LUXURY BUILT HOME WITH ALL THE QUALITY FEATURES YOU CAN NOT FIND FROM AVERAGE HOMES. Easy highway access and only 5 minutes drive to private Pacific Academy."
S,9966 159 STREET,,,F27,"$1,360,000 ",2019,"$5,153.75 ",10/19/20,6,28,North Surrey,8,7,"8,857.00","4,756","$1,399,999 ","$1,399,999 ",,0,,Concrete Perimeter,0,RF,,19,2,20,,House/Single Family,,,"This recently renovated home is almost 5,000sqft! Don't miss your chance to live in this thoughtfully laid out home which offers an abundance of yard space and parking on this 8,857sqft property. From the minute you step inside this home you can see and feel the quality of workmanship that has gone into the upgrades, such as Italian flooring in the foyer, kitchen and all bathrooms, LED (energy saving) pot lights throughout the entire home, CENTRAL AC, stainless steel appliances, modern and stylish chandeliers and MUCH MUCH MORE. This home offers not only an abundance of living space for you and your family but also enough square footage for 2 private suites with their own parking and entrances. You will hardly even know they are there."
S,9965 181 STREET,,,F23,"$1,370,000 ",2019,"$4,647.00 ",9/22/20,7,19,North Surrey,6,5,"8,755.00","4,438","$1,299,000 ","$1,299,000 ",,0,,Concrete Perimeter,0,RF,3,17,3,108,,House/Single Family,,,"Beautiful executive, immaculate builders own home in Abbey Ridge with 8775 sqft lot! Privacy all around with greenbelt in front. Amazing functional floor plan with 9' ceiling on all levels. Loaded with extra, huge & spacious rooms. Elegant dining room with butler's niche. Open kitchen featuring custom cabinets & huge granite island. French doors open onto the private patio featuring a pond and mature landscaping. The upstairs offers 4 large bedrooms. Master ensuite features a spa like soaker tub. In the basement you will love the charming European inspired wine room, large rec room ready for a wet bar & spacious bedrooms. Fabulous private setting. Open House Sunday, Sep 20, 2:00-4:00pm. By appointment only!"
S,9729 182 STREET,,,F23,"$1,371,428 ",2019,"$2,625.34 ",7/5/20,6,0,North Surrey,7,7,"5,656.00","4,693","$1,389,999 ","$1,389,999 ",,0,,Concrete Slab,0,CD,,17,3,51,,House/Single Family,,,"Stunning brand new family home, 7 bedroom, 6 Â½ bathrooms, in Fraser Heights on a 5656 sqft corner lot with mountain views! Includes custom white maple shaker style cabinets, quartz countertops and spice kitchen. This 4600 sqft home including garage has an open floor concept with engineered white oak hardwood, 7 zone radiant heating, HRV, a/c, 2 fireplaces, lot's of natural light with oversized windows, including a 3rd Master on main floor. Upstairs features 4 bedrooms with ensuites attached and custom closet cabinets. Spacious master highlighted with vaulted ceilings, fireplace, huge walk-in closet and spa-like ensuite. Legal two bedroom suite and rec/theatre both with separate entries. Easy access to highway 1,15,17 and prestigious Pacific Academy private school. SEE IT BEFORE IT'S GONE!"
S,16767 103 AVENUE,,,F23,"$1,378,000 ",2019,"$5,610.62 ",6/24/20,43,15,North Surrey,6,6,"6,028.00","3,828","$1,490,000 ","$1,450,000 ",,0,,Concrete Perimeter,"1,328",SFD,2,15,3,55,109.25,House/Single Family,,,"A spacious 2 STORY WITH BASEMENT, 6 bedroom 6 bathroom, open floor plan home with beautiful updates is now available! The entire house interior was renovated in 2011 with both the front and back yard updated in 2014. At just over 3800 sqft, on a 6028 sqft lot. Updates include a heatpump for heating & CENTRAL AIR-CONDITIONING, hardwood floors, Thermador appliances, a low maintenance grassless front & backyard with a Westcoast rock garden, outdoor gas fireplace and fire pit to entertain your guests. Upstairs has 4 bedroom, 3 bathrooms and a fully updated 2 bedroom 1 bathroom basement suite. Located in a quiet cul-de-sac, just 2 MINUTE WALK FROM PACIFIC ACADEMY, with easy access to the freeway, shopping and more."
S,15576 113 AVENUE,,,F23,"$1,380,000 ",2019,"$4,621.46 ",11/19/20,31,16,North Surrey,6,4,"6,017.00","3,688","$1,388,800 ","$1,388,800 ",Concrete,0,,Concrete Perimeter,0,RC,1,17,3,0,0,House/Single Family,,,"Welcome to The Vistas by Morningstar in sought after FRASER HEIGHTS. This beautiful 3688 SQ FT, 3 STOREY home sits on a PRIVATE 6017 SQ FT LOT, BACKING ONTO GREENBELT on a quiet CUL-DE-SAC. Features include 10FT CEILINGS on main, laminate floors, Maple cabinets, LARGE ISLAND, S/S appliances, a large DEN perfect for working from home and sliding doors leading out to your outdoor oasis with MASSIVE DECK and PRIVATE YARD with HOT TUB. Upstairs you'll find 4 LARGE bedrooms, a FLEX area and MASTER with luxurious 5 piece ENSUITE. FULLY FINISHED BASEMENT features a MASSIVE REC ROOM with private entrance, 2 LARGE bedrooms and a FLEX area. EASILY SUITABLE! Located minutes from TOP RANKING SCHOOLS including Pacific Academy, transit, shopping, easy access to Hwy 1 and more. This one is a MUST SEE! "
S,15451 110A AVENUE,,,F23,"$1,381,500 ",2019,"$5,741.60 ",7/13/20,49,14,North Surrey,7,6,"7,019.00","4,510","$1,498,000 ","$1,498,000 ",Concrete,0,,Concrete Perimeter,0,RF,2,18,3,53.34,131.66,House/Single Family,,,"Stunning 3 Storey Home in Fraser Heights, central location. This home includes traditional living & dining room, family room with gas fireplace, gourmet kitchen with granite countertops and stainless steel appliances, spacious eating area opening to the beautiful flat backyard with a covered deck. Upstairs offers a large master bedroom with oversized walk-in closet and master retreat and 3 more bedrooms. Basement offers a 2 bedroom suite with large living room and extra bedroom and media room for upstairs use. Granite countertops and mouldings throughout. Don't miss this one!"
S,10362 167A STREET,,,F23,"$1,383,000 ",2019,"$4,401.00 ",11/9/20,35,18,North Surrey,7,4,"6,028.00","3,824","$1,399,000 ","$1,399,000 ",Concrete,0,,Concrete Perimeter,"1,343",RF,2,14,3,35.1,94 (irregular),House/Single Family,,,"1 Minute walk to Pacific Academy School, Bus Stop, and Shopping at 104 and 160. Quiet Cul-De-Sac locaiton.  Built by Foxridge with Open Concept Spacious layout. Great Room Design, High Ceiling, Large office on main floor. Granite Counter top and luxury S/S appliances. Nice deck to BBQ. Large 4 bedrooms upstairs. Basement has unauthorized 3 bedrooms with separate entrance and washer/dryer.1 minute driving from the freeway, yet located in a quiet street. Close to Pacific Academy, Fraser Heights Secondary, Fraser Heights community centre and shopping village. 5 minutes drive to Guildford Town Center/library/swimming pool/T&T supermarket."
S,16729 108A AVENUE,,,F23,"$1,383,000 ",2019,"$5,412.53 ",10/18/20,2,19,North Surrey,7,5,"6,028.00","3,848","$1,399,000 ","$1,399,000 ",,0,,Concrete Perimeter,"1,379",RF,2,16,3,56,123,House/Single Family,,,"Absolutely stunning & immaculately maintained custom home, practically shows like new! Main level is perfect w/ grand entrance, vaulted ceilings, open kitchen & living room. Beautiful mountain views from the eating area & covered deck. Formal family & dining rooms, a bed/den & laundry complete the ground floor. The master bed up is your own private sanctuary w/ large ensuite & covered deck to further enjoy those views. 3 more large bedrooms up, 1 with its own ensuite for guests. Walkout basement has a large rec room, plus suite could be 1 or 2 bed. Small workshop/storage area under the deck. Ridgeview Estates is a quiet neighborhood tucked away, but still within close proximity to Guildford Town Centre, also Hwy 1 & Hwy 17 to get to Vancouver or the airport."
S,11281 153A STREET,,,F23,"$1,389,900 ",2020,"$5,089.21 ",12/1/20,8,34,North Surrey,3,2,"21,782.00","1,810","$1,399,900 ","$1,399,900 ",,0,,Concrete Perimeter,0,RH-G,2,11,1,98,220,House/Single Family,,,"Rare find in prestigious Fraser Heights! A sprawling 3bd/2bth rancher on picturesque, private, treed 21,782 SF Lot w/greenhouse & a large in-ground swimming pool (new pool pump & robotic pool cleaner included). Other updates include a stamped concrete patio, newer roof, furnace & AC in 2016. Enjoy cozy winter nights in front of a double sided fireplace btwn your formal living rm & family rm which opens on to a renovated chef's dream kitchen w/solid wood cabinets, granite counters, new appliances & flooring. Main bath recently updated w/large luxurious walk in tiled shower, freshly painted interior (2020) plus plenty of storage in the oversized dbl garage. Perfect home for downsizers/young families w/excellent schools including Fraser Heights Senior Secondary & Pacific Academy minutes away!"
S,12723 104A AVENUE,,,F25,"$1,390,000 ",2019,"$4,086.64 ",8/22/20,78,1,North Surrey,8,7,"4,195.00","4,131","$1,428,888 ","$1,428,888 ",,0,,Concrete Perimeter,"1,478",RF-12,2,21,3,45.34,92.35,House/Single Family,,,"Beautifully finished luxury home offering 8 bedrm and 6.5 baths. House features: Air conditioning, HOT WATER RADIANT HEAT, Crown moldings, quality door casings. Spacious exquisite chef's kitchen: thick slab counters. Attached family RM with glass door framing to your patio BBQ. A Bedroom with Full Bath on Main floor. Upstairs you will find 4 BDRMS & 3 Full washrooms. You'll find luxury in your Master suite & private ensuite with quartz double vanity, Soaker tub, glass shower. Downstairs: (2+1) Bsmt Suite with separate laundry for Mortgage help. Large windows allow for plenty of natural lighting and a Central location allows for quick access to city centre, skytrain station and shopping amenities. Don't miss it."
S,12976 OLD YALE ROAD,,,F25,"$1,395,000 ",2019,"$3,850.18 ",9/26/20,11,69,North Surrey,3,1,"17,735.00","1,906","$1,499,999 ","$1,499,999 ",,175,,Concrete Perimeter,0,RF,,8,2,116.07,179.2,House/Single Family,,,"Welcome to Cedar Hills â€“ LOCATION, LOCATION, LOCATION - This has Potential to build 2 houses, there are 2 PID #s, 2 separate lots. This property has options to build your dream home or split it up into two! With these choices you can make the decision! Lots like this rarely come up and may as well snatch it while you can.  Centrally located property close to Royal Kwantlen Park, shopping, schools, skytrain station, bus, recreation center, City Hall, Simon Fraser University, Van Career College, T&T Supermarket, and WalMart Supercenter. BONUS â€“ SURREY CENTRAL IS WALKING DISTANCE!! MAKE YOUR APPOINTMENT TODAY!"
S,11296 153A STREET,,,F23,"$1,398,800 ",2019,"$4,349.87 ",11/1/20,7,32,North Surrey,3,3,"12,198.00","2,280","$1,388,800 ","$1,388,800 ",Aggregate,0,,Concrete Perimeter,0,RH-G,2,11,1,89.5,145,House/Single Family,,,"THIS EXECUTIVE RANCHER is a MUST SEE!  2280 sq. on 1/2 GDS (12,198 sf) Lot!   Siding onto an incredible cul-de-sac! Extensive renos over the last 5 years including Stunning Kitchen! New Roof!  Hardwood Floors!  New heating System with Heat Pump - The list goes on   Spacious OPEN PLAN Kitchen featuring TOP-of-the-LINE cabinetry, lots of pot-drawers & walk-in pantry!  Appliance built-ins plus an Oversized Breakfast Bar/Eat-in Area over looking the Great Room - making it PERFECT for Entertaining!   Walk-out to the HUGE manicured yard with lovely patio with oversized awning!   Spacious Formal Living Room & Dining Room with 2-sided Fireplace!  Master Retreat with W/I closet, 4pce Ensuite plus walk out to Gazebo!   2 other good sized bedrooms! RV Parking!  Built on 4 1/2ft Crawl!  BE FAST! WOW!"
S,16355 108 AVENUE,,,F23,"$1,399,900 ",2019,"$4,298.25 ",7/9/20,15,1,North Surrey,4,6,"6,088.00","3,200","$1,399,900 ","$1,399,900 ",,0,Yes,Concrete Perimeter,0,RF,2,17,2,50,121,House/Single Family,,,"NO GST PAYABLE! This GORGEOUS CUSTOM HOME has it all! Spacious 3,200 Sq.Ft. home in Fraser Heights offers 4 Bedrooms + 5.5 Bathrooms, GRAND vaulted ceilings upon entry and on the upper floor & good-sized bedrooms with custom closet organizers. Gourmet kitchen includes separate wok/spice kitchen, stainless steel appliances with 6-burner gas ranges, plenty of cabinet space for storage & a massive kitchen island with convenient breakfast bar. Main floor also includes a self-contained secondary suite w/ separate entry and own set of washer/dryerâ€”perfect as a mortgage helper! Enjoy a variety of outdoor options: covered deck on upper floor with peek-a-boo views of the mountains & an amazing fenced yard with patio areaâ€”great for BBQs! This home has so much to offer. Call today!"
S,12121 101A AVENUE,,,F25,"$1,400,000 ",2019,"$6,307.82 ",9/10/20,36,7,North Surrey,8,8,"6,974.00","5,251","$1,449,000 ","$1,449,000 ",,0,,Concrete Perimeter,"2,118",RF,2,18,3,59,118,House/Single Family,,,"Over 5000 sqft of luxurious living. No expense spared. Unimaginable spectacular view of mountains, river, bridges and gorgeous night view. Enjoy the great scenery from wall to wall long decks at main floor and upper floor. Over 400 sqft theatre room with separate bar & washroom & top of line equipment . You have all the features including but not limited to, Air conditioning, HRV, vaulted ceilings, central sound system, security cameras, 3 f/p's, wok kitchen. Two walk-out suites (2+1). All bedrooms have connected washrooms. Quality construction, appliances & fixtures. Seeing is believing. All sizes and ages are approx. only. The Buyer should not rely upon the listing information without the Buyer independently verifying the information."
S,10610 SALISBURY DRIVE,,,F23,"$1,400,000 ",2019,"$5,907.73 ",7/12/20,11,42,North Surrey,5,4,"43,560.00","3,700","$1,490,000 ","$1,490,000 ",,0,,Concrete Perimeter,0,1AR,2,20,3,164,370,House/Single Family,,,"Investors alert! Beautiful ONE ACRE property with future investment potential. 5 bedrooms, 4 full bathrooms, owner spent MORE THAN $200,000 around 2012 completely renovated home on a private 1 acre lot, it is surrounded by a beautiful green belt and creek that is a quiet and comfortable place. Walk to Fraser Heights Secondary, Pacific Academy, Shopping and transit, GREAT easy access for commuters."
S,10661 CHESTNUT PLACE,,,F23,"$1,400,000 ",2019,"$4,602.28 ",9/18/20,1,30,North Surrey,3,3,"9,179.00","2,307","$1,358,000 ","$1,358,000 ",,0,,Concrete Perimeter,0,RF,2,9,2,20,,House/Single Family,,,"Rarely found 2-storey top to bottom renovated house in the heart of Fraser Heights! This beautiful home close to Fraser Wood Elementary school and walking distance to Fraser Heights Secondary School or Pacific Academy. Big private backyard with mature trees. Renovation including newer roof, newer high efficiency Lennox Furnance, GE hot water tank installed, new kitchen, new bathroom, new appliances, hot tub, swimming pool and many more.....Large den/office which could be used as 4th bedroom. Walkout family & eating room to good size private backyard. Call for more information!"
S,10606 124 STREET,,,F21,"$1,405,000 ",2020,"$4,360.00 ",11/7/20,3,2,North Surrey,8,6,"4,182.00","3,963","$1,429,900 ","$1,429,900 ",Paving Stone,0,No,Other,0,CD,2,20,3,44,95,House/Single Family,,,"You don't need to pay any GST on top of the house price. New house close to Old Yale Road, Khalsa School & Scott Road Skytrain Station. 3 level custom built house. Nice layout with quality work done. Kitchen Aid appliances, big projector in family room. 2 suites, 1 bedroom plus 2 bedrooms. High Velocity Heat & Cooling System and Hot Water Circulation system saves lots of money in gas bills. Whole house has air-condition system. Vacuum hide hose, basement has separate washer & dryer easy, project has auto screen, maple stairs, wall oven, fresh air system in spice kitchen. 8 night vision security cameras on the property. Easy access to Vancouver, Burnaby, New Westminster. Call before it is gone."
S,18228 98 AVENUE,,,F23,"$1,414,285 ",2019,"$2,575.98 ",10/27/20,15,0,North Surrey,7,7,"4,320.12","4,151","$1,429,000 ","$1,429,000 ",Concrete,0,No,Concrete Perimeter,0,CD,2,16,3,51.8,83.4,House/Single Family,,,"FRASER HEIGHTS brand new house in a quiet new subdivision. MODERN and LUXURY at its finest! This new home featuring Hardie board exterior Brick stone work, outdoor patio with gas fireplace, front deck with French glass door, glass panel staircases, extensive use of custom mill work, air conditioning,HRV, radiant heating system, luxury dream kitchen w/ huge quartz waterfall island, Wok kitchen w/ gas cook top and much more. Total 7 BDR+ & 7 BATH incl. 2 bed Legal suite. TWO MASTER SUITES upstair &  3rd Master on main floor, and two jack and jill, Media room with  full washroom downstairs for owner use. This new community is conveniently located, minutes from highway #1, #15, #17, Port Mann Bridge and Golden Ears Bridge for commuters."
S,10328 167A STREET,,,F23,"$1,415,000 ",2019,"$4,803.56 ",9/28/20,14,15,North Surrey,6,5,"6,028.00","4,085","$999,999 ","$999,999 ",Concrete,0,,Concrete Perimeter,0,RF,2,16,3,56,107.75,House/Single Family,,,"Fraser Heights! Very Well Maintained 15 years Two storey with fully finished basement within 3 minutes walk to Pacific Academy. 4 bedrooms and 3 bathrooms upstairs. Kitchen has granite counter tops, maple cabinets, hardwood floor. 4 piece bath and den/bed on main. Fully finished basement with entrance. Quiet dead-end street. Flat rectangular 6028 SF lot that with over 4000 sq/ft house on it. It won't last... Open House: Sep 19-20 2-4 pm & Sep 26/27 2-4 pm, Offer Collecting on Sep 28,2020 by 7 pm. Go Fast!"
S,13918 115A AVENUE,,,F22,"$1,415,000 ",2019,"$5,300.71 ",11/1/20,32,19,North Surrey,8,7,"7,117.00","5,012","$1,459,000 ","$1,459,000 ",Concrete,0,,Concrete Perimeter,0,RF,3,20,3,75.89,93.21,House/Single Family,,,"Immaculate mountain and  river view custom owner built gorgeous 5000 sqft house on 7117 sqft lot.  Upper level features 4 bedrooms, 1 den, 3 bath, 2 master bedrooms with ensuites. Main floor features a huge living room, dining room, wet bar, family room, main kitchen, wok kitchen, eating area, bedroom ensuite, Laundry and powder Room. Down stairs (2 + 1) huge basement suites with separate entry. Spacious open floor plan located in quiet neighborhood, Granite countertop maple kitchen cabinets, triple garage and lots of parking in driveway and on street. Covered sundecks and patios , radiant heat, Built-in vacuum. Gem of property that won't last long.Hurry and book your appointment today for private showing and secure your dream home.https://youtu.be/DJElab-2Gb4"
S,9739 123A STREET,,,F25,"$1,415,000 ",2019,"$5,856.62 ",9/23/20,2,13,North Surrey,9,8,"8,573.00","4,200","$1,425,000 ","$1,425,000 ",,0,,Concrete Perimeter,0,RF,,18,2,65,131.8,House/Single Family,,,"Welcome to Cedar Hills! 9bed/8 bath with 2 Suites! 2 bedroom basement suite on main floor and another suite on the second floor!  Huge 8500 sq.ft plus lot with massive house. Across the street from Cedar Hills Elementary. Close to shopping, gym and other amenities. Gated front entrance, side basement suite has ramp for accessible access! Main floor has spice kitchen and huge sun room in back for relaxation. Custom finishes, huge bedrooms with ensuites, den on main floor!! Large concrete patios front and back .Custom stone and brickwork , security fenced yard with concrete block pillars. Huge custom built shed with porch. Located in a quiet neighbourhood with ample parking. Book your private showing now!"
S,10083 181 STREET,,,F23,"$1,420,000 ",2019,"$4,532.00 ",10/29/20,30,20,North Surrey,5,4,"9,645.00","3,934","$1,399,900 ","$1,399,900 ",Concrete,0,,Concrete Perimeter,0,RC,2,13,3,60,,House/Single Family,,,"Beautiful executive, immaculate 2 storey with basement home in Abbey Ridge with 9645 sqft lot! Privacy all around with greenbelt. Amazing functional floor plan with open foyer leading to high ceiling and spacious living & dining rooms. Cozy family room w/ 2 storey ceiling. Gourmet kitchen w/ maple cabinets and granite couter-tops. Upstairs offers large master bedroom w 5 pieces en-suite. 2 additional bedrooms plus spacious games room which considered as 4th bedroom. The basement is finished with a media room and a Huge gym with separate entry. It can easily be converted into a 2 bedroom suite. Private backyard w/ nice deck and swimming pool and mountain views! Close to PACIFIC ACADEMY school. Call for more information! Open House Sunday, Oct 04 2020 By Appointment only!"
S,16169 110A AVENUE,,,F23,"$1,428,000 ",2019,"$5,632.98 ",8/30/20,1,13,North Surrey,7,5,"6,032.00","4,021","$1,458,000 ","$1,458,000 ",,0,,Concrete Perimeter,"1,332",RF,2,15,3,58,17.68,House/Single Family,,,"A beautiful top quality, south facing, spacious well maintain 3 level family home on quiet cul-de-sac, located in prestigious Fraser Heights. Extremely excellent open space layout with real hardwood floors, 7 big size bedrooms, 5 bathrooms, 2 kitchens and 2 laundry rooms. New functional kitchen w/granite countertops and S/S appliances. The private fenced backyard for entertain with family and friends. Den on main floor. Separated entrance basement with 3 Bedroom Suite, as a mortgage helper. Catchment schools including Erma Stephenson, Fraser Heights Secondary. And Pacific Academy nearby."
S,15825 108 AVENUE,,,F23,"$1,430,000 ",2020,"$4,959.60 ",11/22/20,6,12,North Surrey,6,5,"6,376.00","4,210","$1,388,800 ","$1,388,800 ",,0,,Concrete Perimeter,0,RF,2,15,3,57,,House/Single Family,,,"This large 2 storey + basement home with 6 beds and 5 baths is conveniently 2 blocks from Erma Stephenson Elementary and Fraser Heights Secondary!! Main floor features a grand foyer with a classically oriented living / dining, a beautiful chefs kitchen w/ attached wok kitchen and a den. Upstairs you will find gorgeous cathedral vaulting in the master and 3 en-suites. The basement boasts a media room + gym, 2 beds and is perfectly laid out with potential for multiple different suite / owner arrangements. Other highlights include a newer furnace / heat pump with air conditioning, a brick and Hardie board exterior, a main floor solarium and a tile roof. Rare opportunity to own a home with this much space at this price point in this central location!! Hurry!!"
S,16636 104 AVENUE,,,F23,"$1,431,939 ",2020,$0.00 ,9/16/20,35,0,North Surrey,4,5,"6,066.00","3,464","$1,414,190 ","$1,414,190 ",Aggregate,309,No,Concrete Perimeter,875,RF-G,2,14,3,56.7,107.1,House/Single Family,,,"Parkview Estates is a luxury collection of single family homes located in the desirable Fraser Heights neighbourhood in Surrey. Centrally located near Tynehead and Surrey Bend Regional park, and walking distance to the highly coveted Pacific Academy Private School. The Harmony is a 3m464 sqft home and features 3 bedrooms, all with attached ensuites, and a 1 bedroom legal suite, with large lex room in the basement, attached double car garage, professionally landscaped yards and cedar fenced rear yard. Timeless interiors include 10 ceilings with 19 ceiling in the entry, oversized windows throughout the main floor, designer selected light fixture package, hardwood flooring throughout the main level, modern linear gas fireplace and a Bosch stainless steel kitchen appliance package."
